order_id;customer_id;order_date;delivery_due_date;priority_level;total_weight_kg;total_volume_cbm;pallet_count;goods_type;material;plant;storage_location;goods_sensitivity;pickup_location_id;delivery_location_id;promised_eta;order_status;price
ORD-0000125;CUST-00226;2026-01-27;2026-01-29;Medium;3432;1,97;19;Auto Parts;MAT-6803;BAN-PLANT;SL-8;Normal;WH-BAN-01;WH-MYS-01;2026-01-29 06:00;Confirmed;678454
ORD-0000126;CUST-02560;2026-03-20;2026-03-22;Medium;961;21,51;13;Textiles;MAT-5974;BAN-PLANT;SL-1;Normal;WH-BAN-01;WH-HYD-01;2026-03-22 06:00;Confirmed;639065
ORD-0000127;CUST-01674;2026-01-18;2026-01-20;High;687;2,55;8;FMCG;MAT-9741;BAN-PLANT;SL-10;Temperature Controlled;WH-BAN-01;WH-CHE-01;2026-01-20 06:00;Confirmed;81465
ORD-0000128;CUST-02287;2026-03-08;2026-03-10;High;645;23,04;25;Steel;MAT-1088;BAN-PLANT;SL-3;Temperature Controlled;WH-BAN-01;WH-MUM-01;2026-03-10 06:00;Confirmed;528314
ORD-0000129;CUST-00634;2026-03-04;2026-03-06;Low;3978;4,18;27;Pharma;MAT-8762;BAN-PLANT;SL-13;Temperature Controlled;WH-BAN-01;WH-DEL-01;2026-03-06 06:00;Confirmed;512552
ORD-0000130;CUST-02340;2026-02-13;2026-02-15;High;1902;8,5;17;Electronics;MAT-9217;DEL-PLANT;SL-8;Normal;WH-DEL-01;WH-MUM-01;2026-02-15 06:00;Confirmed;643290
ORD-0000131;CUST-00275;2026-01-29;2026-01-31;Low;3974;18,15;18;Textiles;MAT-6805;DEL-PLANT;SL-2;Hazardous;WH-DEL-01;WH-KOL-01;2026-01-31 06:00;Confirmed;762785
ORD-0000132;CUST-01087;2026-02-09;2026-02-11;Low;3561;19,63;17;Pharma;MAT-1374;DEL-PLANT;SL-15;Hazardous;WH-DEL-01;WH-JAI-01;2026-02-11 06:00;Confirmed;458033
ORD-0000133;CUST-02295;2026-02-10;2026-02-12;Medium;1146;20,86;12;FMCG;MAT-9784;MUM-PLANT;SL-13;Fragile;WH-MUM-01;WH-AHM-01;2026-02-12 06:00;Confirmed;587071
ORD-0000134;CUST-00156;2026-03-07;2026-03-09;High;612;13,59;14;Pharma;MAT-7975;MUM-PLANT;SL-7;Normal;WH-MUM-01;WH-PUN-01;2026-03-09 06:00;Confirmed;260654
ORD-0000135;CUST-02585;2026-02-05;2026-02-07;Low;1594;12,47;2;Machinery;MAT-3562;MUM-PLANT;SL-11;Normal;WH-MUM-01;WH-SUR-01;2026-02-07 06:00;Confirmed;328270
ORD-0000136;CUST-02128;2026-02-09;2026-02-11;Low;1629;21,97;24;Pharma;MAT-4614;CHE-PLANT;SL-11;Temperature Controlled;WH-CHE-01;WH-HYD-01;2026-02-11 06:00;Confirmed;102666
ORD-0000137;CUST-01773;2026-01-13;2026-01-15;Low;2941;14,86;3;Auto Parts;MAT-1099;CHE-PLANT;SL-14;Hazardous;WH-CHE-01;WH-KOL-01;2026-01-15 06:00;Confirmed;413525
ORD-0000138;CUST-02542;2026-02-19;2026-02-21;High;2060;9,68;24;FMCG;MAT-2112;CHE-PLANT;SL-15;Temperature Controlled;WH-CHE-01;WH-BAN-01;2026-02-21 06:00;Confirmed;648522
ORD-0000139;CUST-01612;2026-03-01;2026-03-03;High;447;5,58;17;Auto Parts;MAT-2410;KOL-PLANT;SL-5;Fragile;WH-KOL-01;WH-GUW-01;2026-03-03 06:00;Confirmed;187581
ORD-0000140;CUST-02507;2026-02-28;2026-03-02;Medium;2583;4,32;19;Machinery;MAT-2458;KOL-PLANT;SL-9;Temperature Controlled;WH-KOL-01;WH-BHU-01;2026-03-02 06:00;Confirmed;176260
ORD-0000141;CUST-00137;2026-01-02;2026-01-04;Low;1530;11,37;14;Steel;MAT-1928;PUN-PLANT;SL-15;Normal;WH-PUN-01;WH-NAG-01;2026-01-04 06:00;Confirmed;343778
ORD-0000142;CUST-01840;2026-01-30;2026-02-01;Low;2369;9,59;25;FMCG;MAT-2408;HYD-PLANT;SL-10;Fragile;WH-HYD-01;WH-VIZ-01;2026-02-01 06:00;Confirmed;153901
ORD-0000143;CUST-01428;2026-03-22;2026-03-24;Low;3343;3,87;3;Auto Parts;MAT-2521;AHM-PLANT;SL-3;Temperature Controlled;WH-AHM-01;WH-JAI-01;2026-03-24 06:00;Confirmed;408483
ORD-0000144;CUST-01373;2026-01-23;2026-01-25;Low;1243;4,54;24;Machinery;MAT-7523;LUC-PLANT;SL-13;Fragile;WH-LUC-01;WH-DEL-01;2026-01-25 06:00;Confirmed;277370
ORD-0000145;CUST-00861;2026-02-28;2026-03-02;Medium;3333;7,87;27;Textiles;MAT-2502;IND-PLANT;SL-7;Normal;WH-IND-01;WH-MUM-01;2026-03-02 06:00;Confirmed;415222
ORD-0000146;CUST-01211;2026-03-04;2026-03-06;Low;222;19,27;24;Pharma;MAT-5250;COI-PLANT;SL-12;Hazardous;WH-COI-01;WH-CHE-01;2026-03-06 06:00;Confirmed;138856
ORD-0000147;CUST-02058;2026-02-08;2026-02-10;Medium;2353;22,86;19;Machinery;MAT-3811;PAT-PLANT;SL-6;Hazardous;WH-PAT-01;WH-KOL-01;2026-02-10 06:00;Confirmed;276113
ORD-0000148;CUST-01246;2026-03-20;2026-03-22;High;2871;15,89;5;Steel;MAT-4984;RAN-PLANT;SL-3;Hazardous;WH-RAN-01;WH-DEL-01;2026-03-22 06:00;Confirmed;175286
ORD-0000149;CUST-00731;2026-01-23;2026-01-25;High;3409;23,06;16;Auto Parts;MAT-4523;GUW-PLANT;SL-10;Fragile;WH-GUW-01;WH-SIL-01;2026-01-25 06:00;Confirmed;547355
ORD-0000150;CUST-01543;2026-02-06;2026-02-08;High;2013;18,61;19;Steel;MAT-2824;BAN-PLANT;SL-11;Temperature Controlled;WH-BAN-01;WH-MYS-01;2026-02-08 06:00;Confirmed;709568
ORD-0000151;CUST-01103;2026-02-18;2026-02-20;Low;1562;7,81;9;Textiles;MAT-2562;BAN-PLANT;SL-14;Temperature Controlled;WH-BAN-01;WH-HYD-01;2026-02-20 06:00;Confirmed;561177
ORD-0000152;CUST-02549;2026-02-22;2026-02-24;Low;2621;21,63;4;Electronics;MAT-8435;BAN-PLANT;SL-3;Fragile;WH-BAN-01;WH-CHE-01;2026-02-24 06:00;Confirmed;83203
ORD-0000153;CUST-01629;2026-03-11;2026-03-13;Low;3069;17,6;24;Auto Parts;MAT-5053;BAN-PLANT;SL-1;Normal;WH-BAN-01;WH-MUM-01;2026-03-13 06:00;Confirmed;499327
ORD-0000154;CUST-02545;2026-02-07;2026-02-09;Low;2762;13,04;22;Pharma;MAT-1544;BAN-PLANT;SL-6;Normal;WH-BAN-01;WH-DEL-01;2026-02-09 06:00;Confirmed;633024
ORD-0000155;CUST-02596;2026-01-10;2026-01-12;Medium;1630;9,18;14;Textiles;MAT-1271;DEL-PLANT;SL-2;Fragile;WH-DEL-01;WH-MUM-01;2026-01-12 06:00;Confirmed;203462
ORD-0000156;CUST-02594;2026-01-30;2026-02-01;High;1366;21,9;17;Steel;MAT-9917;DEL-PLANT;SL-12;Hazardous;WH-DEL-01;WH-KOL-01;2026-02-01 06:00;Confirmed;606609
ORD-0000157;CUST-02783;2026-01-03;2026-01-05;Low;414;14,93;7;Electronics;MAT-7461;DEL-PLANT;SL-13;Fragile;WH-DEL-01;WH-JAI-01;2026-01-05 06:00;Confirmed;163654
ORD-0000158;CUST-01270;2026-01-08;2026-01-10;Low;858;23,69;1;Pharma;MAT-3384;MUM-PLANT;SL-15;Hazardous;WH-MUM-01;WH-AHM-01;2026-01-10 06:00;Confirmed;205917
ORD-0000159;CUST-00540;2026-03-12;2026-03-14;High;486;16,46;4;Electronics;MAT-3126;MUM-PLANT;SL-8;Hazardous;WH-MUM-01;WH-PUN-01;2026-03-14 06:00;Confirmed;389697
ORD-0000160;CUST-00825;2026-03-04;2026-03-06;Low;2151;5,56;13;Textiles;MAT-9783;MUM-PLANT;SL-9;Fragile;WH-MUM-01;WH-SUR-01;2026-03-06 06:00;Confirmed;555730
ORD-0000161;CUST-00171;2026-01-04;2026-01-06;Low;3099;17,9;9;FMCG;MAT-4784;CHE-PLANT;SL-10;Hazardous;WH-CHE-01;WH-HYD-01;2026-01-06 06:00;Confirmed;563638
ORD-0000162;CUST-00947;2026-03-14;2026-03-16;High;3237;14,51;15;Auto Parts;MAT-3363;CHE-PLANT;SL-9;Temperature Controlled;WH-CHE-01;WH-KOL-01;2026-03-16 06:00;Confirmed;538435
ORD-0000163;CUST-00608;2026-02-24;2026-02-26;Low;996;10;10;Steel;MAT-8190;CHE-PLANT;SL-15;Normal;WH-CHE-01;WH-BAN-01;2026-02-26 06:00;Confirmed;584507
ORD-0000164;CUST-02111;2026-02-21;2026-02-23;Low;1514;18,77;5;FMCG;MAT-1313;KOL-PLANT;SL-3;Fragile;WH-KOL-01;WH-GUW-01;2026-02-23 06:00;Confirmed;735365
ORD-0000165;CUST-00844;2026-03-18;2026-03-20;Medium;907;15,3;6;FMCG;MAT-3071;KOL-PLANT;SL-6;Fragile;WH-KOL-01;WH-BHU-01;2026-03-20 06:00;Confirmed;78055
ORD-0000166;CUST-01140;2026-03-05;2026-03-07;Medium;865;15,45;29;Electronics;MAT-4661;PUN-PLANT;SL-2;Normal;WH-PUN-01;WH-NAG-01;2026-03-07 06:00;Confirmed;342261
ORD-0000167;CUST-02206;2026-01-26;2026-01-28;Medium;1676;8,64;11;Pharma;MAT-9562;HYD-PLANT;SL-3;Fragile;WH-HYD-01;WH-VIZ-01;2026-01-28 06:00;Confirmed;485631
ORD-0000168;CUST-00641;2026-03-03;2026-03-05;Low;2520;18,07;19;Electronics;MAT-9955;AHM-PLANT;SL-6;Normal;WH-AHM-01;WH-JAI-01;2026-03-05 06:00;Confirmed;327467
ORD-0000169;CUST-02151;2026-03-27;2026-03-29;High;2240;21,95;24;Textiles;MAT-4362;LUC-PLANT;SL-3;Hazardous;WH-LUC-01;WH-DEL-01;2026-03-29 06:00;Confirmed;133143
ORD-0000170;CUST-01417;2026-03-06;2026-03-08;High;1435;14,95;6;Textiles;MAT-3165;IND-PLANT;SL-9;Fragile;WH-IND-01;WH-MUM-01;2026-03-08 06:00;Confirmed;451819
ORD-0000171;CUST-02059;2026-02-26;2026-02-28;Low;446;7,29;13;FMCG;MAT-8336;COI-PLANT;SL-7;Fragile;WH-COI-01;WH-CHE-01;2026-02-28 06:00;Confirmed;234380
ORD-0000172;CUST-00918;2026-03-18;2026-03-20;High;2510;18,13;7;Steel;MAT-6963;PAT-PLANT;SL-14;Normal;WH-PAT-01;WH-KOL-01;2026-03-20 06:00;Confirmed;222498
ORD-0000173;CUST-00799;2026-01-10;2026-01-12;Medium;3603;12,29;15;Pharma;MAT-2203;RAN-PLANT;SL-11;Fragile;WH-RAN-01;WH-DEL-01;2026-01-12 06:00;Confirmed;342875
ORD-0000174;CUST-00855;2026-01-26;2026-01-28;High;3424;22,06;20;Electronics;MAT-9626;GUW-PLANT;SL-6;Temperature Controlled;WH-GUW-01;WH-SIL-01;2026-01-28 06:00;Confirmed;208096
ORD-0000175;CUST-00075;2026-02-17;2026-02-19;Medium;978;17,65;9;Electronics;MAT-3500;BAN-PLANT;SL-14;Temperature Controlled;WH-BAN-01;WH-MYS-01;2026-02-19 06:00;Confirmed;446137
ORD-0000176;CUST-00083;2026-01-12;2026-01-14;Medium;1566;18,78;20;FMCG;MAT-5941;BAN-PLANT;SL-7;Hazardous;WH-BAN-01;WH-HYD-01;2026-01-14 06:00;Confirmed;326272
ORD-0000177;CUST-01797;2026-04-01;2026-04-03;High;1341;16,91;28;Machinery;MAT-7716;BAN-PLANT;SL-8;Normal;WH-BAN-01;WH-CHE-01;2026-04-03 06:00;Confirmed;292797
ORD-0000178;CUST-02549;2026-02-09;2026-02-11;Low;2554;23,21;21;FMCG;MAT-4634;BAN-PLANT;SL-6;Temperature Controlled;WH-BAN-01;WH-MUM-01;2026-02-11 06:00;Confirmed;93245
ORD-0000179;CUST-00674;2026-01-09;2026-01-11;Medium;3932;20,01;28;Machinery;MAT-4946;BAN-PLANT;SL-8;Hazardous;WH-BAN-01;WH-DEL-01;2026-01-11 06:00;Confirmed;736661
ORD-0000180;CUST-02427;2026-01-02;2026-01-04;Medium;1975;17,11;1;Auto Parts;MAT-6899;DEL-PLANT;SL-4;Normal;WH-DEL-01;WH-MUM-01;2026-01-04 06:00;Confirmed;783775
ORD-0000181;CUST-00314;2026-03-12;2026-03-14;Low;1259;12,97;28;FMCG;MAT-2454;DEL-PLANT;SL-4;Hazardous;WH-DEL-01;WH-KOL-01;2026-03-14 06:00;Confirmed;143197
ORD-0000182;CUST-01842;2026-02-17;2026-02-19;Low;1869;13,63;18;Textiles;MAT-6663;DEL-PLANT;SL-9;Hazardous;WH-DEL-01;WH-JAI-01;2026-02-19 06:00;Confirmed;371878
ORD-0000183;CUST-02848;2026-02-04;2026-02-06;Low;1440;14,31;2;Electronics;MAT-6637;MUM-PLANT;SL-14;Fragile;WH-MUM-01;WH-AHM-01;2026-02-06 06:00;Confirmed;85871
ORD-0000184;CUST-02717;2026-01-22;2026-01-24;High;2672;19,66;16;FMCG;MAT-4615;MUM-PLANT;SL-2;Normal;WH-MUM-01;WH-PUN-01;2026-01-24 06:00;Confirmed;95331
ORD-0000185;CUST-01653;2026-01-27;2026-01-29;Medium;281;19,18;9;Pharma;MAT-7518;MUM-PLANT;SL-15;Fragile;WH-MUM-01;WH-SUR-01;2026-01-29 06:00;Confirmed;377143
ORD-0000186;CUST-00783;2026-03-10;2026-03-12;Medium;3518;3,12;8;Auto Parts;MAT-9473;CHE-PLANT;SL-10;Temperature Controlled;WH-CHE-01;WH-HYD-01;2026-03-12 06:00;Confirmed;155109
ORD-0000187;CUST-00978;2026-01-04;2026-01-06;Medium;909;24,21;30;Textiles;MAT-6814;CHE-PLANT;SL-12;Hazardous;WH-CHE-01;WH-KOL-01;2026-01-06 06:00;Confirmed;307236
ORD-0000188;CUST-00432;2026-02-11;2026-02-13;Low;2312;9,61;10;Machinery;MAT-7263;CHE-PLANT;SL-15;Fragile;WH-CHE-01;WH-BAN-01;2026-02-13 06:00;Confirmed;256890
ORD-0000189;CUST-00034;2026-02-07;2026-02-09;High;1163;12,3;14;Textiles;MAT-7379;KOL-PLANT;SL-3;Hazardous;WH-KOL-01;WH-GUW-01;2026-02-09 06:00;Confirmed;388531
ORD-0000190;CUST-01803;2026-02-14;2026-02-16;Low;3786;24,53;10;Textiles;MAT-2268;KOL-PLANT;SL-8;Normal;WH-KOL-01;WH-BHU-01;2026-02-16 06:00;Confirmed;706953
ORD-0000191;CUST-02402;2026-03-18;2026-03-20;Low;692;14,72;1;Textiles;MAT-8135;PUN-PLANT;SL-8;Fragile;WH-PUN-01;WH-NAG-01;2026-03-20 06:00;Confirmed;333680
ORD-0000192;CUST-01903;2026-02-21;2026-02-23;Medium;209;7,57;26;Auto Parts;MAT-2281;HYD-PLANT;SL-7;Temperature Controlled;WH-HYD-01;WH-VIZ-01;2026-02-23 06:00;Confirmed;475441
ORD-0000193;CUST-01606;2026-01-09;2026-01-11;Medium;2900;15,25;30;Machinery;MAT-8179;AHM-PLANT;SL-4;Normal;WH-AHM-01;WH-JAI-01;2026-01-11 06:00;Confirmed;794936
ORD-0000194;CUST-00371;2026-03-27;2026-03-29;High;261;19,66;16;Electronics;MAT-4898;LUC-PLANT;SL-3;Hazardous;WH-LUC-01;WH-DEL-01;2026-03-29 06:00;Confirmed;696877
ORD-0000195;CUST-01230;2026-02-28;2026-03-02;Medium;1470;17,59;17;Steel;MAT-3408;IND-PLANT;SL-12;Temperature Controlled;WH-IND-01;WH-MUM-01;2026-03-02 06:00;Confirmed;606525
ORD-0000196;CUST-00461;2026-01-21;2026-01-23;High;3437;14,51;7;FMCG;MAT-4463;COI-PLANT;SL-4;Hazardous;WH-COI-01;WH-CHE-01;2026-01-23 06:00;Confirmed;471672
ORD-0000197;CUST-01102;2026-01-06;2026-01-08;Low;3090;9,73;24;Electronics;MAT-9491;PAT-PLANT;SL-10;Hazardous;WH-PAT-01;WH-KOL-01;2026-01-08 06:00;Confirmed;402213
ORD-0000198;CUST-01965;2026-03-18;2026-03-20;Low;3646;4,57;27;Auto Parts;MAT-5924;RAN-PLANT;SL-15;Normal;WH-RAN-01;WH-DEL-01;2026-03-20 06:00;Confirmed;724177
ORD-0000199;CUST-02079;2026-03-01;2026-03-03;Medium;704;17,64;7;Textiles;MAT-9167;GUW-PLANT;SL-9;Normal;WH-GUW-01;WH-SIL-01;2026-03-03 06:00;Confirmed;263100
ORD-0000200;CUST-02019;2026-03-07;2026-03-09;High;816;14,54;21;Pharma;MAT-7674;BAN-PLANT;SL-5;Normal;WH-BAN-01;WH-MYS-01;2026-03-09 06:00;Confirmed;401512
ORD-0000201;CUST-02399;2026-01-07;2026-01-09;High;3058;4,96;5;Auto Parts;MAT-2463;BAN-PLANT;SL-13;Normal;WH-BAN-01;WH-HYD-01;2026-01-09 06:00;Confirmed;459929
ORD-0000202;CUST-02843;2026-03-30;2026-04-01;Medium;2720;24,31;28;Pharma;MAT-9087;BAN-PLANT;SL-7;Hazardous;WH-BAN-01;WH-CHE-01;2026-04-01 06:00;Confirmed;409490
ORD-0000203;CUST-00781;2026-03-21;2026-03-23;Low;654;24,09;12;Textiles;MAT-7704;BAN-PLANT;SL-15;Hazardous;WH-BAN-01;WH-MUM-01;2026-03-23 06:00;Confirmed;501866
ORD-0000204;CUST-00568;2026-02-27;2026-03-01;High;1269;2,47;26;Machinery;MAT-4549;BAN-PLANT;SL-5;Temperature Controlled;WH-BAN-01;WH-DEL-01;2026-03-01 06:00;Confirmed;673978
ORD-0000205;CUST-00058;2026-02-27;2026-03-01;Low;1146;17,9;23;Auto Parts;MAT-9676;DEL-PLANT;SL-13;Temperature Controlled;WH-DEL-01;WH-MUM-01;2026-03-01 06:00;Confirmed;435678
ORD-0000206;CUST-01280;2026-03-17;2026-03-19;Low;2628;14,49;24;FMCG;MAT-6799;DEL-PLANT;SL-10;Hazardous;WH-DEL-01;WH-KOL-01;2026-03-19 06:00;Confirmed;620722
ORD-0000207;CUST-01337;2026-03-23;2026-03-25;High;1819;3,16;12;Auto Parts;MAT-5145;DEL-PLANT;SL-7;Normal;WH-DEL-01;WH-JAI-01;2026-03-25 06:00;Confirmed;137973
ORD-0000208;CUST-02009;2026-03-31;2026-04-02;Medium;3460;7,22;29;Pharma;MAT-9450;MUM-PLANT;SL-11;Normal;WH-MUM-01;WH-AHM-01;2026-04-02 06:00;Confirmed;647706
ORD-0000209;CUST-02595;2026-03-03;2026-03-05;Medium;1363;12,66;23;Textiles;MAT-8784;MUM-PLANT;SL-11;Temperature Controlled;WH-MUM-01;WH-PUN-01;2026-03-05 06:00;Confirmed;330740
ORD-0000210;CUST-00121;2026-03-16;2026-03-18;High;1258;22,39;11;Electronics;MAT-3593;MUM-PLANT;SL-1;Temperature Controlled;WH-MUM-01;WH-SUR-01;2026-03-18 06:00;Confirmed;270516
ORD-0000211;CUST-00064;2026-02-26;2026-02-28;High;987;10,55;28;Auto Parts;MAT-8926;CHE-PLANT;SL-7;Fragile;WH-CHE-01;WH-HYD-01;2026-02-28 06:00;Confirmed;100558
ORD-0000212;CUST-02686;2026-03-27;2026-03-29;High;1359;13,91;8;Electronics;MAT-2303;CHE-PLANT;SL-9;Fragile;WH-CHE-01;WH-KOL-01;2026-03-29 06:00;Confirmed;67869
ORD-0000213;CUST-02179;2026-01-23;2026-01-25;High;2879;12,63;22;FMCG;MAT-8311;CHE-PLANT;SL-7;Normal;WH-CHE-01;WH-BAN-01;2026-01-25 06:00;Confirmed;472412
ORD-0000214;CUST-00514;2026-01-24;2026-01-26;Low;3218;16,89;14;Machinery;MAT-7651;KOL-PLANT;SL-3;Fragile;WH-KOL-01;WH-GUW-01;2026-01-26 06:00;Confirmed;759358
ORD-0000215;CUST-01352;2026-02-06;2026-02-08;Low;1499;19,3;7;Machinery;MAT-7228;KOL-PLANT;SL-9;Hazardous;WH-KOL-01;WH-BHU-01;2026-02-08 06:00;Confirmed;327618
ORD-0000216;CUST-01005;2026-01-31;2026-02-02;Medium;3336;23,81;18;Auto Parts;MAT-3908;PUN-PLANT;SL-14;Hazardous;WH-PUN-01;WH-NAG-01;2026-02-02 06:00;Confirmed;211551
ORD-0000217;CUST-02686;2026-03-06;2026-03-08;High;866;6,83;21;Auto Parts;MAT-9273;HYD-PLANT;SL-6;Temperature Controlled;WH-HYD-01;WH-VIZ-01;2026-03-08 06:00;Confirmed;781131
ORD-0000218;CUST-01559;2026-02-04;2026-02-06;Low;1171;8,64;25;FMCG;MAT-1364;AHM-PLANT;SL-12;Fragile;WH-AHM-01;WH-JAI-01;2026-02-06 06:00;Confirmed;661096
ORD-0000219;CUST-00303;2026-01-05;2026-01-07;Low;2249;3,43;19;Machinery;MAT-3949;LUC-PLANT;SL-12;Fragile;WH-LUC-01;WH-DEL-01;2026-01-07 06:00;Confirmed;164292
ORD-0000220;CUST-02827;2026-03-05;2026-03-07;Low;1318;19,55;23;Textiles;MAT-2723;IND-PLANT;SL-7;Hazardous;WH-IND-01;WH-MUM-01;2026-03-07 06:00;Confirmed;205307
ORD-0000221;CUST-01465;2026-01-13;2026-01-15;High;793;19,76;29;Pharma;MAT-6986;COI-PLANT;SL-3;Temperature Controlled;WH-COI-01;WH-CHE-01;2026-01-15 06:00;Confirmed;233703
ORD-0000222;CUST-01630;2026-04-01;2026-04-03;High;520;10,26;14;Steel;MAT-1275;PAT-PLANT;SL-6;Fragile;WH-PAT-01;WH-KOL-01;2026-04-03 06:00;Confirmed;596362
ORD-0000223;CUST-00670;2026-01-13;2026-01-15;Low;1739;2,9;2;FMCG;MAT-8980;RAN-PLANT;SL-4;Temperature Controlled;WH-RAN-01;WH-DEL-01;2026-01-15 06:00;Confirmed;784645
ORD-0000224;CUST-02707;2026-03-14;2026-03-16;Medium;1366;1,7;7;Textiles;MAT-8838;GUW-PLANT;SL-2;Temperature Controlled;WH-GUW-01;WH-SIL-01;2026-03-16 06:00;Confirmed;382739
ORD-0000225;CUST-02600;2026-01-16;2026-01-18;Medium;2919;21,52;6;Steel;MAT-6817;BAN-PLANT;SL-14;Temperature Controlled;WH-BAN-01;WH-MYS-01;2026-01-18 06:00;Confirmed;668610
ORD-0000226;CUST-02955;2026-01-09;2026-01-11;Medium;2879;3;16;Machinery;MAT-3377;BAN-PLANT;SL-2;Hazardous;WH-BAN-01;WH-HYD-01;2026-01-11 06:00;Confirmed;696201
ORD-0000227;CUST-02513;2026-02-16;2026-02-18;Low;2007;10,46;10;Auto Parts;MAT-9432;BAN-PLANT;SL-5;Temperature Controlled;WH-BAN-01;WH-CHE-01;2026-02-18 06:00;Confirmed;475301
ORD-0000228;CUST-01595;2026-01-15;2026-01-17;High;2485;22,75;15;FMCG;MAT-1520;BAN-PLANT;SL-9;Temperature Controlled;WH-BAN-01;WH-MUM-01;2026-01-17 06:00;Confirmed;98623
ORD-0000229;CUST-01066;2026-01-17;2026-01-19;High;3854;18,57;5;Electronics;MAT-5924;BAN-PLANT;SL-13;Temperature Controlled;WH-BAN-01;WH-DEL-01;2026-01-19 06:00;Confirmed;128993
ORD-0000230;CUST-01769;2026-02-12;2026-02-14;Medium;1111;17,59;20;Pharma;MAT-6368;DEL-PLANT;SL-2;Normal;WH-DEL-01;WH-MUM-01;2026-02-14 06:00;Confirmed;255896
ORD-0000231;CUST-00559;2026-03-30;2026-04-01;Low;706;1;4;Pharma;MAT-2287;DEL-PLANT;SL-3;Fragile;WH-DEL-01;WH-KOL-01;2026-04-01 06:00;Confirmed;770590
ORD-0000232;CUST-01928;2026-03-03;2026-03-05;Low;1357;21,81;10;Textiles;MAT-3763;DEL-PLANT;SL-7;Fragile;WH-DEL-01;WH-JAI-01;2026-03-05 06:00;Confirmed;190790
ORD-0000233;CUST-02264;2026-02-01;2026-02-03;High;3306;1,82;27;Machinery;MAT-4424;MUM-PLANT;SL-2;Temperature Controlled;WH-MUM-01;WH-AHM-01;2026-02-03 06:00;Confirmed;458898
ORD-0000234;CUST-00147;2026-02-08;2026-02-10;High;2375;13,79;29;Pharma;MAT-2245;MUM-PLANT;SL-6;Fragile;WH-MUM-01;WH-PUN-01;2026-02-10 06:00;Confirmed;499596
ORD-0000235;CUST-00692;2026-02-12;2026-02-14;Medium;1081;20,89;25;FMCG;MAT-3774;MUM-PLANT;SL-12;Temperature Controlled;WH-MUM-01;WH-SUR-01;2026-02-14 06:00;Confirmed;224707
ORD-0000236;CUST-02401;2026-03-06;2026-03-08;Low;2984;8,43;10;Auto Parts;MAT-7788;CHE-PLANT;SL-5;Normal;WH-CHE-01;WH-HYD-01;2026-03-08 06:00;Confirmed;470046
ORD-0000237;CUST-01626;2026-03-27;2026-03-29;Medium;3305;9,63;30;Auto Parts;MAT-1560;CHE-PLANT;SL-5;Normal;WH-CHE-01;WH-KOL-01;2026-03-29 06:00;Confirmed;794434
ORD-0000238;CUST-01098;2026-02-02;2026-02-04;High;1481;18,03;18;Machinery;MAT-4875;CHE-PLANT;SL-6;Temperature Controlled;WH-CHE-01;WH-BAN-01;2026-02-04 06:00;Confirmed;292189
ORD-0000239;CUST-01468;2026-03-18;2026-03-20;High;3556;4,06;1;FMCG;MAT-2846;KOL-PLANT;SL-10;Fragile;WH-KOL-01;WH-GUW-01;2026-03-20 06:00;Confirmed;596425
ORD-0000240;CUST-02462;2026-01-20;2026-01-22;Low;2105;3,36;28;Machinery;MAT-1125;KOL-PLANT;SL-10;Temperature Controlled;WH-KOL-01;WH-BHU-01;2026-01-22 06:00;Confirmed;219631
ORD-0000241;CUST-00228;2026-03-05;2026-03-07;Medium;1017;24,06;24;Electronics;MAT-1190;PUN-PLANT;SL-14;Normal;WH-PUN-01;WH-NAG-01;2026-03-07 06:00;Confirmed;113045
ORD-0000242;CUST-01481;2026-01-02;2026-01-04;Low;359;3,51;5;FMCG;MAT-1766;HYD-PLANT;SL-10;Temperature Controlled;WH-HYD-01;WH-VIZ-01;2026-01-04 06:00;Confirmed;240470
ORD-0000243;CUST-02740;2026-01-12;2026-01-14;Medium;3006;16,98;16;Machinery;MAT-6022;AHM-PLANT;SL-10;Normal;WH-AHM-01;WH-JAI-01;2026-01-14 06:00;Confirmed;111765
ORD-0000244;CUST-00300;2026-02-21;2026-02-23;High;1271;4,55;7;Auto Parts;MAT-8198;LUC-PLANT;SL-6;Hazardous;WH-LUC-01;WH-DEL-01;2026-02-23 06:00;Confirmed;766801
ORD-0000245;CUST-02886;2026-02-19;2026-02-21;Low;2922;7,75;23;Machinery;MAT-5772;IND-PLANT;SL-15;Hazardous;WH-IND-01;WH-MUM-01;2026-02-21 06:00;Confirmed;649768
ORD-0000246;CUST-00552;2026-01-16;2026-01-18;Medium;1976;22,86;20;Electronics;MAT-8262;COI-PLANT;SL-4;Temperature Controlled;WH-COI-01;WH-CHE-01;2026-01-18 06:00;Confirmed;322578
ORD-0000247;CUST-01091;2026-02-07;2026-02-09;High;3029;18,16;20;Machinery;MAT-9208;PAT-PLANT;SL-13;Temperature Controlled;WH-PAT-01;WH-KOL-01;2026-02-09 06:00;Confirmed;301709
ORD-0000248;CUST-02510;2026-02-28;2026-03-02;High;418;5,25;26;FMCG;MAT-8367;RAN-PLANT;SL-8;Hazardous;WH-RAN-01;WH-DEL-01;2026-03-02 06:00;Confirmed;722404
ORD-0000249;CUST-00306;2026-03-16;2026-03-18;Medium;664;18,23;3;Textiles;MAT-4989;GUW-PLANT;SL-15;Fragile;WH-GUW-01;WH-SIL-01;2026-03-18 06:00;Confirmed;237586
